AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,Sector
Principal,Principal Global Opportunities Fund Direct Growth,Other,Very High Risk,1.0,27.05,25.29,17.49,Private
Principal,Principal Emerging Bluechip Fund Direct Growth,Equity,Very High Risk,4.0,41.77,22.81,20.68,Private
Principal,Principal Large Cap Fund Direct Growth,Equity,Very High Risk,4.0,29.59,5.9,8.85,Private
Principal,Principal Retirement Savings Fund Progressive Plan Direct Growth,Solution Oriented,Moderately High Risk,3.0,14.2,4.77,9.65,Private
Principal,Principal Retirement Savings Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,3.0,6.05,3.7,6.09,Private
Principal,Principal Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,2.0,7.81,3.47,6.16,Private
Principal,Principal Midcap Fund Direct Growth,Equity,Moderately High Risk,3.0,49.1,,,Private
Principal,Principal Small Cap Fund Direct Growth,Equity,Moderately High Risk,3.0,78.29,,,Private
IIFL,IIFL Focused Equity Fund Direct Growth,Equity,Very High Risk,5.0,1.71,24.86,16.67,Private
IIFL,IIFL Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,4.0,3.82,6.58,6.52,Private
IIFL,IIFL Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.85,3.64,4.82,Private
IIFL,IIFL Quant Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
LIC,LIC MF Infrastructure Fund Direct Growth,Equity,Very High Risk,4.0,13.97,23.03,12.81,Private
LIC,LIC MF Large & Mid Cap Fund Direct Growth,Equity,Very High Risk,4.0,6.98,21.9,14.08,Private
LIC,LIC MF Nifty 50 Index Fund Direct Growth,Other,Very High Risk,3.0,2.72,17.97,12.79,Private
LIC,LIC MF S&P BSE Sensex Fund Direct Growth,Other,Very High Risk,3.0,2.5,17.7,13.92,Private
LIC,LIC MF Large Cap Fund Direct Growth,Equity,Very High Risk,3.0,-0.14,17.37,11.93,Private
LIC,LIC MF Tax Direct Plan Growth,Equity,Very High Risk,3.0,3.4,17.31,12.53,Private
LIC,LIC MF Flexi Cap Fund Direct Growth,Equity,Very High Risk,2.0,0.51,14.18,10.62,Private
LIC,LIC MF Banking & Financial Services Fund Direct Growth,Equity,Very High Risk,1.0,9.15,13.14,6.74,Private
LIC,LIC MF Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,2.0,-0.24,11.66,9.66,Private
LIC,LIC MF Debt Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,3.0,2.31,7.58,7.1,Private
LIC,LIC MF Govt. Securities Fund Direct Growth,Debt,Moderate Risk,4.0,2.17,5.73,6.8,Private
LIC,LIC MF Savings Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.68,5.58,5.65,Private
LIC,LIC MF Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.98,5.52,6.84,Private
LIC,LIC MF Short Term Debt Fund Direct Growth,Debt,Low to Moderate Risk,2.0,2.34,5.48,,Private
LIC,LIC MF Bond Fund Direct Growth,Debt,Moderate Risk,2.0,2.38,4.97,5.54,Private
LIC,LIC MF Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,4.22,4.27,,Private
LIC,LIC MF Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,3.97,4.16,5.37,Private
LIC,LIC MF Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.89,3.68,,Private
LIC,LIC MF Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,2.0,3.68,,,Private
JM,JM Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,3.0,1.86,22.17,10.68,Private
JM,JM Flexicap Fund Direct Plan Growth,Equity,Very High Risk,3.0,7.27,21.24,12.83,Private
JM,JM Tax Gain Direct Plan Growth,Equity,Very High Risk,4.0,2.5,20.91,13.25,Private
JM,JM Value Fund Direct Plan Growth,Equity,Very High Risk,3.0,3.26,20.87,10.46,Private
JM,JM Large Cap Fund Direct Plan Growth,Equity,Very High Risk,4.0,4.11,16.29,10.93,Private
JM,JM Focused Direct Plan Growth,Equity,Very High Risk,1.0,3.85,13.22,8.0,Private
JM,JM Low Duration Fund Direct Plan Growth,Debt,Low to Moderate Risk,4.0,3.81,8.37,5.3,Private
JM,JM Money Market Fund Direct Plan Growth,Debt,Moderately Low Risk,1.0,4.21,6.0,6.64,Private
JM,JM Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.39,5.36,6.28,Private
JM,JM Liquid Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.03,4.04,5.32,Private
JM,JM Short Term Plan Direct Growth,Debt,Moderate Risk,2.0,4.45,3.67,5.61,Private
JM,JM Medium to Long Duration Fund Direct Growth,Debt,Moderate Risk,1.0,0.83,3.6,2.57,Private
JM,JM Arbitrage Fund Direct Growth,Hybrid,Low Risk,1.0,3.69,3.4,4.39,Private
JM,JM Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.85,,,Private
JM,JM Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,,,,Private
Navi,Navi Large & Midcap Fund Direct Growth,Equity,Very High Risk,3.0,7.74,22.06,13.33,Private
Navi,Navi Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,4.39,19.16,,Private
Navi,Navi ELSS Tax Saver Fund Direct Growth,Equity,Very High Risk,2.0,2.71,16.9,10.27,Private
Navi,Navi Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,3.0,3.96,14.19,,Private
Navi,Navi Large Cap Equity Fund Direct Growth,Equity,Very High Risk,2.0,-0.54,12.05,8.79,Private
Navi,Navi 3 in 1 Fund Direct Growth,Hybrid,Very High Risk,2.0,2.26,11.36,8.96,Private
Navi,Navi Regular Savings Fund Direct Growth,Hybrid,Moderately High Risk,3.0,3.51,7.15,6.34,Private
Navi,Navi Liquid Fund Super Institutional Plan Direct Growth,Debt,Moderate Risk,5.0,4.42,3.97,5.25,Private
Navi,Navi Ultra Short Term Fund Super Institutional Plan Direct Growth,Debt,Low to Moderate Risk,1.0,3.0,3.97,5.28,Private
Navi,Navi Nifty India Manufacturing Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Navi,Navi Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Navi,Navi Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Navi,Navi US Total Stock Market FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Navi,Navi Nifty Bank Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Navi,Navi Nifty 50 Index Fund Direct Growth,Other,Very High Risk,3.0,2.74,,,Private
Navi,Navi NASDAQ 100 FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Navi,Navi NASDAQ 100 FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Quantum,Quantum India ESG Equity Fund Direct Growth,Equity,High Risk,3.0,-0.92,20.5,,Private
Quantum,Quantum Equity Fund of Funds Direct Growth,Other,Very High Risk,2.0,0.53,17.49,10.57,Private
Quantum,Quantum Tax Saving Fund Direct Growth,Equity,Very High Risk,2.0,2.87,15.81,9.67,Private
Quantum,Quantum Long Term Equity Value Fund Direct Growth,Equity,Very High Risk,2.0,2.62,15.63,9.53,Private
Quantum,Quantum Multi Asset Fund of Funds Direct Growth,Other,Moderately High Risk,3.0,4.34,9.28,7.92,Private
Quantum,Quantum Gold Savings Fund Direct Growth,Other,High Risk,2.0,5.66,8.87,9.77,Private
Quantum,Quantum Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.91,5.67,5.84,Private
Quantum,Quantum Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.81,3.76,4.83,Private
Quantum,Quantum Nifty 50 ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
BNP,BNP Paribas Multi Cap Fund Direct Growth,Equity,Very High Risk,3.0,20.46,19.42,15.26,Private
BNP,BNP Paribas Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,5.32,7.29,7.32,Private
BNP,BNP Paribas Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.25,,,Private
Indiabulls,Indiabulls Value Fund Direct Growth,Equity,Very High Risk,2.0,4.2,19.41,7.73,Private
Indiabulls,Indiabulls Tax Savings Fund Direct Growth,Equity,Very High Risk,2.0,3.03,16.25,,Private
Indiabulls,Indiabulls Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,3.0,3.89,15.14,,Private
Indiabulls,Indiabulls Bluechip Direct Fund Growth,Equity,Very High Risk,1.0,2.9,14.92,10.32,Private
Indiabulls,Indiabulls Dynamic Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.31,5.17,,Private
Indiabulls,Indiabulls Short Term Fund Direct Growth,Debt,Low to Moderate Risk,2.0,2.39,4.43,5.81,Private
Indiabulls,Indiabulls Liquid Direct Fund Growth,Debt,Low to Moderate Risk,2.0,3.73,3.9,5.21,Private
Indiabulls,Indiabulls Overnight Fund Direct Growth,Debt,Low Risk,1.0,3.75,3.58,,Private
Indiabulls,Indiabulls Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,2.78,3.44,4.66,Private
Shriram,Shriram Long Term Equity Fund Direct Growth,Equity,Very High Risk,3.0,2.99,17.95,,Private
Shriram,Shriram Flexi Cap Fund Direct Growth,Equity,Very High Risk,2.0,5.62,17.14,,Private
Shriram,Shriram Hybrid Equity Fund Direct Growth,Hybrid,Very High Risk,3.0,2.26,14.41,9.96,Private
Shriram,Shriram Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,4.0,5.4,12.93,,Private
Shriram,Shriram Overnight Fund Direct Growth,Debt,Low Risk,3.0,,,,Private
Shriram,Shriram Overnight Fund Direct Growth,Debt,Low Risk,3.0,,,,Private
ITI,ITI Multi Cap Fund Direct Growth,Equity,Moderately High Risk,3.0,-2.03,13.64,,Private
ITI,ITI Liquid Fund Direct Growth,Debt,Low Risk,2.0,3.89,3.63,,Private
ITI,ITI Small Cap Fund Direct Growth,Equity,Very High Risk,3.0,-4.81,,,Private
ITI,ITI Mid Cap Fund Direct Growth,Equity,Very High Risk,3.0,2.56,,,Private
ITI,ITI Mid Cap Fund Direct Growth,Equity,Very High Risk,3.0,2.56,,,Private
ITI,ITI Pharma and Healthcare Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
ITI,ITI Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.77,,,Private
ITI,ITI Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
ITI,ITI Long Term Equity Fund Direct Growth,Equity,Moderately High Risk,3.0,-3.17,,,Private
ITI,ITI Large Cap Fund Direct Growth,Equity,Very High Risk,3.0,-0.14,,,Private
ITI,ITI Value Fund Direct Growth,Equity,Very High Risk,3.0,-0.06,,,Private
ITI,ITI Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,3.0,3.98,,,Private
ITI,ITI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,3.0,1.6,,,Private
ITI,ITI Arbitrage Fund Direct Growth,Hybrid,Moderately Low Risk,3.0,2.89,,,Private
ITI,ITI Arbitrage Fund Direct Growth,Hybrid,Moderately Low Risk,3.0,2.89,,,Private
ITI,ITI Balanced Advantage Fund Direct Growth,Hybrid,Moderately High Risk,3.0,1.6,,,Private
ITI,ITI Overnight Fund Direct Growth,Debt,Low Risk,1.0,3.78,,,Private
Reliance,Reliance Focused Large Cap Fund Direct Growth,Equity,Moderately High Risk,3.0,9.37,10.27,16.38,Private
WhiteOak,WhiteOak Capital Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,2.0,4.43,4.37,,Private
WhiteOak,WhiteOak Capital Liquid Fund Direct Growth,Debt,Low Risk,1.0,3.6,3.71,,Private
WhiteOak,WhiteOak Capital Overnight Fund Direct Growth,Debt,Low Risk,1.0,3.67,3.55,,Private
WhiteOak,WhiteOak Capital Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
BHARAT,BHARAT Bond FOF April 2023 Direct Growth,Other,Low to Moderate Risk,3.0,3.39,,,Private
BHARAT,BHARAT Bond FOF April 2031 Direct Growth,Other,Moderate Risk,3.0,3.47,,,Private
BHARAT,BHARAT Bond FOF April 2030 Direct Growth,Other,Moderate Risk,3.0,3.95,,,Private
BHARAT,BHARAT Bond ETF FOF April 2032 Direct Growth,Other,Moderate Risk,3.0,,,,Private
BHARAT,BHARAT Bond FOF April 2025 Direct Growth,Other,Low to Moderate Risk,2.0,1.68,,,Private
TRUSTMF,TRUSTMF Money Market Fund Direct Growth,Debt,Low to Moderate Risk,3.0,,,,Private
TRUSTMF,TRUSTMF Overnight Fund Direct Growth,Debt,Low Risk,3.0,,,,Private
TRUSTMF,TRUSTMF Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,2.0,1.75,,,Private
TRUSTMF,TRUSTMF Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.97,,,Private
TRUSTMF,TRUSTMF Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.96,,,Private
Samco,Samco Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
NJ,NJ Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,3.0,,,,Private
